name	type	units	low_cutoff	high_cutoff	group	sampling_frequency	description	notch
LSTA1	ECOG	V	n/a	n/a	LSTA	1000	strip	n/a
LSTA2	ECOG	V	n/a	n/a	LSTA	1000	strip	n/a
LSTA3	ECOG	V	n/a	n/a	LSTA	1000	strip	n/a
LSTA4	ECOG	V	n/a	n/a	LSTA	1000	strip	n/a
LSTA5	ECOG	V	n/a	n/a	LSTA	1000	strip	n/a
LSTA6	ECOG	V	n/a	n/a	LSTA	1000	strip	n/a
LSTA7	ECOG	V	n/a	n/a	LSTA	1000	strip	n/a
LSTA8	ECOG	V	n/a	n/a	LSTA	1000	strip	n/a
LSTB1	ECOG	V	n/a	n/a	LSTB	1000	strip	n/a
LSTB2	ECOG	V	n/a	n/a	LSTB	1000	strip	n/a
LSTB3	ECOG	V	n/a	n/a	LSTB	1000	strip	n/a
LSTB4	ECOG	V	n/a	n/a	LSTB	1000	strip	n/a
LSTB5	ECOG	V	n/a	n/a	LSTB	1000	strip	n/a
LSTB6	ECOG	V	n/a	n/a	LSTB	1000	strip	n/a
LSTB7	ECOG	V	n/a	n/a	LSTB	1000	strip	n/a
LSTB8	ECOG	V	n/a	n/a	LSTB	1000	strip	n/a
LPT1	ECOG	V	n/a	n/a	LPT	1000	strip	n/a
LPT2	ECOG	V	n/a	n/a	LPT	1000	strip	n/a
LPT3	ECOG	V	n/a	n/a	LPT	1000	strip	n/a
LPT4	ECOG	V	n/a	n/a	LPT	1000	strip	n/a
LPT5	ECOG	V	n/a	n/a	LPT	1000	strip	n/a
LPT6	ECOG	V	n/a	n/a	LPT	1000	strip	n/a
LPT7	ECOG	V	n/a	n/a	LPT	1000	strip	n/a
LPT8	ECOG	V	n/a	n/a	LPT	1000	strip	n/a
LIHA1	ECOG	V	n/a	n/a	LIHA	1000	strip	n/a
LIHA2	ECOG	V	n/a	n/a	LIHA	1000	strip	n/a
LIHA3	ECOG	V	n/a	n/a	LIHA	1000	strip	n/a
LIHA4	ECOG	V	n/a	n/a	LIHA	1000	strip	n/a
LIHB1	ECOG	V	n/a	n/a	LIHB	1000	strip	n/a
LIHB2	ECOG	V	n/a	n/a	LIHB	1000	strip	n/a
LIHB3	ECOG	V	n/a	n/a	LIHB	1000	strip	n/a
LIHB4	ECOG	V	n/a	n/a	LIHB	1000	strip	n/a
RFA1	ECOG	V	n/a	n/a	RFA	1000	strip	n/a
RFA2	ECOG	V	n/a	n/a	RFA	1000	strip	n/a
RFA3	ECOG	V	n/a	n/a	RFA	1000	strip	n/a
RFA5	ECOG	V	n/a	n/a	RFA	1000	strip	n/a
RFA6	ECOG	V	n/a	n/a	RFA	1000	strip	n/a
RFA7	ECOG	V	n/a	n/a	RFA	1000	strip	n/a
RFA8	ECOG	V	n/a	n/a	RFA	1000	strip	n/a
RFB1	ECOG	V	n/a	n/a	RFB	1000	strip	n/a
RFB2	ECOG	V	n/a	n/a	RFB	1000	strip	n/a
RFB3	ECOG	V	n/a	n/a	RFB	1000	strip	n/a
RFB5	ECOG	V	n/a	n/a	RFB	1000	strip	n/a
RFB6	ECOG	V	n/a	n/a	RFB	1000	strip	n/a
RFB7	ECOG	V	n/a	n/a	RFB	1000	strip	n/a
RFB8	ECOG	V	n/a	n/a	RFB	1000	strip	n/a
RFC1	ECOG	V	n/a	n/a	RFC	1000	strip	n/a
RFC2	ECOG	V	n/a	n/a	RFC	1000	strip	n/a
RFC3	ECOG	V	n/a	n/a	RFC	1000	strip	n/a
RFC5	ECOG	V	n/a	n/a	RFC	1000	strip	n/a
RFC6	ECOG	V	n/a	n/a	RFC	1000	strip	n/a
RFC7	ECOG	V	n/a	n/a	RFC	1000	strip	n/a
RFC8	ECOG	V	n/a	n/a	RFC	1000	strip	n/a
RFD1	ECOG	V	n/a	n/a	RFD	1000	strip	n/a
RFD2	ECOG	V	n/a	n/a	RFD	1000	strip	n/a
RFD3	ECOG	V	n/a	n/a	RFD	1000	strip	n/a
RFD5	ECOG	V	n/a	n/a	RFD	1000	strip	n/a
RFD6	ECOG	V	n/a	n/a	RFD	1000	strip	n/a
RFD7	ECOG	V	n/a	n/a	RFD	1000	strip	n/a
RFD8	ECOG	V	n/a	n/a	RFD	1000	strip	n/a
RAT1	ECOG	V	n/a	n/a	RAT	1000	strip	n/a
RAT2	ECOG	V	n/a	n/a	RAT	1000	strip	n/a
RAT3	ECOG	V	n/a	n/a	RAT	1000	strip	n/a
RAT5	ECOG	V	n/a	n/a	RAT	1000	strip	n/a
RAT6	ECOG	V	n/a	n/a	RAT	1000	strip	n/a
RAT7	ECOG	V	n/a	n/a	RAT	1000	strip	n/a
RAT8	ECOG	V	n/a	n/a	RAT	1000	strip	n/a
RSTA1	ECOG	V	n/a	n/a	RSTA	1000	strip	n/a
RSTA2	ECOG	V	n/a	n/a	RSTA	1000	strip	n/a
RSTA3	ECOG	V	n/a	n/a	RSTA	1000	strip	n/a
RSTA5	ECOG	V	n/a	n/a	RSTA	1000	strip	n/a
RSTA6	ECOG	V	n/a	n/a	RSTA	1000	strip	n/a
RSTA7	ECOG	V	n/a	n/a	RSTA	1000	strip	n/a
RSTA8	ECOG	V	n/a	n/a	RSTA	1000	strip	n/a
RSTB1	ECOG	V	n/a	n/a	RSTB	1000	strip	n/a
RSTB2	ECOG	V	n/a	n/a	RSTB	1000	strip	n/a
RSTB3	ECOG	V	n/a	n/a	RSTB	1000	strip	n/a
RSTB5	ECOG	V	n/a	n/a	RSTB	1000	strip	n/a
RSTB6	ECOG	V	n/a	n/a	RSTB	1000	strip	n/a
RSTB7	ECOG	V	n/a	n/a	RSTB	1000	strip	n/a
RSTB8	ECOG	V	n/a	n/a	RSTB	1000	strip	n/a
RPT1	ECOG	V	n/a	n/a	RPT	1000	strip	n/a
RPT2	ECOG	V	n/a	n/a	RPT	1000	strip	n/a
RPT3	ECOG	V	n/a	n/a	RPT	1000	strip	n/a
RPT5	ECOG	V	n/a	n/a	RPT	1000	strip	n/a
RPT6	ECOG	V	n/a	n/a	RPT	1000	strip	n/a
RPT7	ECOG	V	n/a	n/a	RPT	1000	strip	n/a
RPT8	ECOG	V	n/a	n/a	RPT	1000	strip	n/a
RIHA1	ECOG	V	n/a	n/a	RIHA	1000	strip	n/a
RIHA2	ECOG	V	n/a	n/a	RIHA	1000	strip	n/a
RIHA3	ECOG	V	n/a	n/a	RIHA	1000	strip	n/a
RIHA4	ECOG	V	n/a	n/a	RIHA	1000	strip	n/a
RIHB1	ECOG	V	n/a	n/a	RIHB	1000	strip	n/a
RIHB2	ECOG	V	n/a	n/a	RIHB	1000	strip	n/a
RIHB3	ECOG	V	n/a	n/a	RIHB	1000	strip	n/a
RIHB4	ECOG	V	n/a	n/a	RIHB	1000	strip	n/a
RPH1	SEEG	V	n/a	n/a	RPH	1000	depth	n/a
RPH2	SEEG	V	n/a	n/a	RPH	1000	depth	n/a
RPH4	SEEG	V	n/a	n/a	RPH	1000	depth	n/a
RPH5	SEEG	V	n/a	n/a	RPH	1000	depth	n/a
