name	type	units	low_cutoff	high_cutoff	reference	group	sampling_frequency	description	notch
RX1-RX2	SEEG	V	n/a	n/a	bipolar	RX	1000	depth	n/a
RX2-RX3	SEEG	V	n/a	n/a	bipolar	RX	1000	depth	n/a
RX3-RX4	SEEG	V	n/a	n/a	bipolar	RX	1000	depth	n/a
RX4-RX5	SEEG	V	n/a	n/a	bipolar	RX	1000	depth	n/a
RX5-RX6	SEEG	V	n/a	n/a	bipolar	RX	1000	depth	n/a
RX6-RX7	SEEG	V	n/a	n/a	bipolar	RX	1000	depth	n/a
RX7-RX8	SEEG	V	n/a	n/a	bipolar	RX	1000	depth	n/a
RX8-RX9	SEEG	V	n/a	n/a	bipolar	RX	1000	depth	n/a
RX9-RX10	SEEG	V	n/a	n/a	bipolar	RX	1000	depth	n/a
RX10-RX11	SEEG	V	n/a	n/a	bipolar	RX	1000	depth	n/a
RX11-RX12	SEEG	V	n/a	n/a	bipolar	RX	1000	depth	n/a
RX12-RX13	SEEG	V	n/a	n/a	bipolar	RX	1000	depth	n/a
RX13-RX14	SEEG	V	n/a	n/a	bipolar	RX	1000	depth	n/a
RX14-RX15	SEEG	V	n/a	n/a	bipolar	RX	1000	depth	n/a
RX15-RX16	SEEG	V	n/a	n/a	bipolar	RX	1000	depth	n/a
RC1-RC2	SEEG	V	n/a	n/a	bipolar	RC	1000	depth	n/a
RC2-RC3	SEEG	V	n/a	n/a	bipolar	RC	1000	depth	n/a
RC3-RC4	SEEG	V	n/a	n/a	bipolar	RC	1000	depth	n/a
RC4-RC5	SEEG	V	n/a	n/a	bipolar	RC	1000	depth	n/a
RC5-RC6	SEEG	V	n/a	n/a	bipolar	RC	1000	depth	n/a
RC6-RC7	SEEG	V	n/a	n/a	bipolar	RC	1000	depth	n/a
RC7-RC8	SEEG	V	n/a	n/a	bipolar	RC	1000	depth	n/a
RE1-RE2	SEEG	V	n/a	n/a	bipolar	RE	1000	depth	n/a
RE2-RE3	SEEG	V	n/a	n/a	bipolar	RE	1000	depth	n/a
RE3-RE4	SEEG	V	n/a	n/a	bipolar	RE	1000	depth	n/a
RE4-RE5	SEEG	V	n/a	n/a	bipolar	RE	1000	depth	n/a
RE5-RE6	SEEG	V	n/a	n/a	bipolar	RE	1000	depth	n/a
RE6-RE7	SEEG	V	n/a	n/a	bipolar	RE	1000	depth	n/a
RE7-RE8	SEEG	V	n/a	n/a	bipolar	RE	1000	depth	n/a
RA1-RA2	SEEG	V	n/a	n/a	bipolar	RA	1000	depth	n/a
RA2-RA3	SEEG	V	n/a	n/a	bipolar	RA	1000	depth	n/a
RA3-RA4	SEEG	V	n/a	n/a	bipolar	RA	1000	depth	n/a
RA4-RA5	SEEG	V	n/a	n/a	bipolar	RA	1000	depth	n/a
RA5-RA6	SEEG	V	n/a	n/a	bipolar	RA	1000	depth	n/a
RA6-RA7	SEEG	V	n/a	n/a	bipolar	RA	1000	depth	n/a
RA7-RA8	SEEG	V	n/a	n/a	bipolar	RA	1000	depth	n/a
RA8-RA9	SEEG	V	n/a	n/a	bipolar	RA	1000	depth	n/a
RA9-RA10	SEEG	V	n/a	n/a	bipolar	RA	1000	depth	n/a
RA10-RA11	SEEG	V	n/a	n/a	bipolar	RA	1000	depth	n/a
RA11-RA12	SEEG	V	n/a	n/a	bipolar	RA	1000	depth	n/a
RO1-RO2	SEEG	V	n/a	n/a	bipolar	RO	1000	depth	n/a
RO2-RO3	SEEG	V	n/a	n/a	bipolar	RO	1000	depth	n/a
RO3-RO4	SEEG	V	n/a	n/a	bipolar	RO	1000	depth	n/a
RO4-RO5	SEEG	V	n/a	n/a	bipolar	RO	1000	depth	n/a
RO5-RO6	SEEG	V	n/a	n/a	bipolar	RO	1000	depth	n/a
RO6-RO7	SEEG	V	n/a	n/a	bipolar	RO	1000	depth	n/a
RO7-RO8	SEEG	V	n/a	n/a	bipolar	RO	1000	depth	n/a
RO8-RO9	SEEG	V	n/a	n/a	bipolar	RO	1000	depth	n/a
RO9-RO10	SEEG	V	n/a	n/a	bipolar	RO	1000	depth	n/a
RO10-RO11	SEEG	V	n/a	n/a	bipolar	RO	1000	depth	n/a
RO11-RO12	SEEG	V	n/a	n/a	bipolar	RO	1000	depth	n/a
LC1-LC2	SEEG	V	n/a	n/a	bipolar	LC	1000	depth	n/a
LC2-LC3	SEEG	V	n/a	n/a	bipolar	LC	1000	depth	n/a
LC3-LC4	SEEG	V	n/a	n/a	bipolar	LC	1000	depth	n/a
LC4-LC5	SEEG	V	n/a	n/a	bipolar	LC	1000	depth	n/a
LC5-LC6	SEEG	V	n/a	n/a	bipolar	LC	1000	depth	n/a
LC6-LC7	SEEG	V	n/a	n/a	bipolar	LC	1000	depth	n/a
LC7-LC8	SEEG	V	n/a	n/a	bipolar	LC	1000	depth	n/a
LD1-LD2	SEEG	V	n/a	n/a	bipolar	LD	1000	depth	n/a
LD2-LD3	SEEG	V	n/a	n/a	bipolar	LD	1000	depth	n/a
LD3-LD4	SEEG	V	n/a	n/a	bipolar	LD	1000	depth	n/a
LD4-LD5	SEEG	V	n/a	n/a	bipolar	LD	1000	depth	n/a
LD5-LD6	SEEG	V	n/a	n/a	bipolar	LD	1000	depth	n/a
LD6-LD7	SEEG	V	n/a	n/a	bipolar	LD	1000	depth	n/a
LD7-LD8	SEEG	V	n/a	n/a	bipolar	LD	1000	depth	n/a
LI1-LI2	SEEG	V	n/a	n/a	bipolar	LI	1000	depth	n/a
LI2-LI3	SEEG	V	n/a	n/a	bipolar	LI	1000	depth	n/a
LI3-LI4	SEEG	V	n/a	n/a	bipolar	LI	1000	depth	n/a
LI4-LI5	SEEG	V	n/a	n/a	bipolar	LI	1000	depth	n/a
LI5-LI6	SEEG	V	n/a	n/a	bipolar	LI	1000	depth	n/a
LI6-LI11	SEEG	V	n/a	n/a	bipolar	LI	1000	depth	n/a
LI11-LI12	SEEG	V	n/a	n/a	bipolar	LI	1000	depth	n/a
LI12-LI13	SEEG	V	n/a	n/a	bipolar	LI	1000	depth	n/a
LI13-LI14	SEEG	V	n/a	n/a	bipolar	LI	1000	depth	n/a
LI14-LI15	SEEG	V	n/a	n/a	bipolar	LI	1000	depth	n/a
LI15-LI16	SEEG	V	n/a	n/a	bipolar	LI	1000	depth	n/a
